horario_local,symbol,candle,preco,tendencia,confianca,slope,tau,p_value,intervalo_slope_min,intervalo_slope_max,qtd_pontos,direcao_real
2026-05-06 17:22:11,EURUSD=X,2026-05-06 21:21:00+01:00,1.17536,estavel,baixa,0.00000000,-0.0309,0.83080484,0.00000000,0.00000000,30,
2026-05-06 17:23:12,EURUSD=X,2026-05-06 21:22:00+01:00,1.17536,estavel,baixa,0.00000000,0.0928,0.52151725,0.00000000,0.00000000,30,estavel
2026-05-06 17:24:12,EURUSD=X,2026-05-06 21:23:00+01:00,1.17536,estavel,baixa,0.00000000,0.2164,0.13473546,0.00000000,0.00000768,30,estavel
2026-05-06 17:25:12,EURUSD=X,2026-05-06 21:24:00+01:00,1.17536,estavel,baixa,0.00000000,0.3401,0.01875506,0.00000000,0.00001062,30,estavel
2026-05-06 17:26:12,EURUSD=X,2026-05-06 21:25:00+01:00,1.17523,estavel,media,0.00000000,0.4076,0.00492558,0.00000000,0.00001062,30,descendo
2026-05-06 17:27:12,EURUSD=X,2026-05-06 21:26:00+01:00,1.17523,estavel,media,0.00000531,0.4846,0.00085061,0.00000000,0.00001063,30,estavel
2026-05-06 17:28:13,EURUSD=X,2026-05-06 21:27:00+01:00,1.17523,estavel,media,0.00000576,0.4904,0.00073621,0.00000000,0.00001063,30,estavel
2026-05-06 17:29:13,EURUSD=X,2026-05-06 21:28:00+01:00,1.17523,estavel,media,0.00000600,0.4962,0.00063624,0.00000000,0.00001063,30,estavel
2026-05-06 17:30:13,EURUSD=X,2026-05-06 21:29:00+01:00,1.17523,estavel,media,0.00000600,0.5020,0.00054902,0.00000000,0.00001063,30,estavel
2026-05-06 17:31:13,EURUSD=X,2026-05-06 21:30:00+01:00,1.17509,estavel,baixa,0.00000000,0.3596,0.01381128,0.00000000,0.00000727,30,descendo
2026-05-06 17:32:14,EURUSD=X,2026-05-06 21:31:00+01:00,1.17509,estavel,baixa,0.00000000,0.2099,0.15392316,0.00000000,0.00000000,30,estavel
2026-05-06 17:33:14,EURUSD=X,2026-05-06 21:32:00+01:00,1.17523,estavel,baixa,0.00000000,0.2158,0.14265543,0.00000000,0.00000000,30,subindo
2026-05-06 17:34:14,EURUSD=X,2026-05-06 21:34:00+01:00,1.17509,estavel,baixa,0.00000000,0.0233,0.87423708,0.00000000,0.00000000,30,descendo
2026-05-06 17:35:14,EURUSD=X,2026-05-06 21:35:00+01:00,1.17509,estavel,baixa,0.00000000,-0.1047,0.47630701,0.00000000,0.00000000,30,estavel
2026-05-06 17:36:15,EURUSD=X,2026-05-06 21:35:00+01:00,1.17509,estavel,baixa,0.00000000,-0.1047,0.47630701,0.00000000,0.00000000,30,estavel
2026-05-06 17:37:15,EURUSD=X,2026-05-06 21:37:00+01:00,1.17509,estavel,baixa,0.00000000,-0.2842,0.05278031,-0.00000657,0.00000000,30,estavel
2026-05-06 17:38:15,EURUSD=X,2026-05-06 21:38:00+01:00,1.17495,estavel,media,-0.00000476,-0.4217,0.00373054,-0.00000864,0.00000000,30,descendo
2026-05-06 17:39:15,EURUSD=X,2026-05-06 21:39:00+01:00,1.17495,estavel,media,-0.00000690,-0.5518,0.00013350,-0.00001255,0.00000000,30,estavel
2026-05-06 17:40:16,EURUSD=X,2026-05-06 21:40:00+01:00,1.17495,estavel,media,-0.00000920,-0.6067,0.00002353,-0.00001381,0.00000000,30,estavel
2026-05-06 17:41:16,EURUSD=X,2026-05-06 21:41:00+01:00,1.17495,descendo,media,-0.00001150,-0.6565,0.00000424,-0.00001535,-0.00000657,30,estavel
2026-05-06 17:42:16,EURUSD=X,2026-05-06 21:42:00+01:00,1.17495,descendo,alta,-0.00001256,-0.7016,0.00000080,-0.00001726,-0.00000812,30,estavel
2026-05-06 17:43:16,EURUSD=X,2026-05-06 21:43:00+01:00,1.17495,descendo,alta,-0.00001381,-0.7428,0.00000016,-0.00001727,-0.00001062,30,estavel
2026-05-06 17:44:17,EURUSD=X,2026-05-06 21:44:00+01:00,1.17495,descendo,alta,-0.00001534,-0.7804,0.00000003,-0.00001841,-0.00001151,30,estavel
2026-05-06 17:45:17,EURUSD=X,2026-05-06 21:45:00+01:00,1.17495,descendo,alta,-0.00001454,-0.7774,0.00000004,-0.00001841,-0.00001150,30,estavel
